id,ime_in_priimek,državljanstvo,ocena,potencial,starost,iskanja,klub 
234924,Adama Diakhaby,France,70,76,24,1,Huddersfield Town
234930,Pedro Rebocho,Portugal,74,77,25,1,En Avant Guingamp
234933,Aleksandar Sedlar,Serbia,71,73,28,0,RCD Mallorca
234935,João Talocha,Portugal,74,74,31,0,Gil Vicente FC
234943,Florian Neuhaus,Germany,79,86,23,9,Borussia Mönchengladbach
234949,João Amaral,Portugal,72,72,29,1,FC Paços de Ferreira
234970,David Terans,Uruguay,73,74,26,0,Club Atlético Peñarol
234972,Yannick Gomis,Senegal,70,70,28,0,En Avant Guingamp
234980,Yevhen Shakhov,Ukraine,71,71,29,1,AEK Athens
234986,Panagiotis Retsos,Greece,74,82,22,5,AS Saint-Étienne
235008,Lucas Robertone,Argentina,75,84,23,1,UD Almería
235026,Omar Richards,England,70,78,22,1,Reading
235029,Fedor Chalov,Russia,74,82,22,5,PFC CSKA Moscow
235036,Wout Faes,Belgium,70,78,22,2,Stade de Reims
235042,Dimitri Liénard,France,75,75,32,0,RC Strasbourg Alsace
235047,Jonathan Menéndez,Argentina,72,73,26,0,Club Atlético Independiente
235055,Filip Stojković,Montenegro,72,72,27,0,SK Rapid Wien
235073,Gregor Kobel,Switzerland,75,82,22,5,VfB Stuttgart
235077,Brayan Riascos,Colombia,70,71,26,0,CD Nacional
235088,Luis Pérez,Spain,72,76,25,0,R. Valladolid CF
235103,Nana Ampomah,Ghana,70,74,24,0,Royal Antwerp FC
235134,Pablo Rosario,Netherlands,75,79,23,2,PSV
235149,Jerdy Schouten,Netherlands,73,80,23,2,Bologna
235151,Takahiro Ohgihara,Japan,70,70,29,0,Yokohama F・Marinos
235161,Josh Maja,Nigeria,72,81,21,2,FC Girondins de Bordeaux
235172,Rúben Vinagre,Portugal,74,84,21,7,Olympiacos CFP
235173,Ibrahim Sangaré,Ivory Coast,74,85,22,2,PSV
235176,Christian Bernardi,Argentina,70,70,30,0,Colón de Santa Fe
235183,Carlos Acevedo,Mexico,73,80,24,3,Santos Laguna
235212,Achraf Hakimi,Morocco,83,88,21,43,Inter
235226,Ângelo Neto,Brazil,71,71,29,0,Al Fayha
235243,Matthijs de Ligt,Netherlands,85,92,21,37,Juventus
235290,Kevin Bonifazi,Italy,70,78,24,0,Udinese
235297,Matúš Bero,Slovakia,72,75,25,0,Vitesse
235338,Marlon,Brazil,71,77,23,1,Trabzonspor
235345,Gabriel Iancu,Romania,71,72,26,1,FC Viitorul Constanța
235353,Ismaïla Sarr,Senegal,78,87,22,27,Watford
235374,Manuel Lazzari,Italy,81,82,26,7,Lazio
235389,Carlos Rodríguez,Mexico,75,82,23,8,Rayados de Monterrey
235407,Salih Özcan,Germany,72,80,22,3,1. FC Köln
235410,Youssef En-Nesyri,Morocco,78,83,23,7,Sevilla FC
235424,Diadié Samassékou,Mali,76,82,24,3,TSG Hoffenheim
235454,Malang Sarr,France,75,79,21,18,FC Porto
235467,Marcelino Moreno,Argentina,75,77,25,2,Atlanta United FC
235499,Djamel Benlamri,Algeria,72,72,30,13,Olympique Lyonnais
235502,Luisinho,Brazil,72,72,29,1,Al Wehda
235512,Gelson Dala,Angola,74,79,24,2,Rio Ave FC
235515,Benito,Spain,70,72,25,0,UD Las Palmas
235522,Aleix Febas,Spain,73,80,24,2,RCD Mallorca
235526,Dennis Geiger,Germany,72,81,22,2,TSG Hoffenheim
235544,Samir Memišević,Bosnia & Herzegovina,71,73,27,0,Hebei China Fortune FC
235553,Yoann Salmier,France,70,73,27,0,ESTAC Troyes
235561,Kévin Fortuné,France,70,70,31,0,AJ Auxerre
235565,Dylan Bronn,Tunisia,72,78,25,0,FC Metz
235569,Tanguy Ndombele,France,80,87,23,18,Tottenham Hotspur
235589,Srđan Babić,Bosnia & Herzegovina,70,79,24,0,Futebol Clube de Famalicão
235619,Marcus Edwards,England,77,84,21,12,Vitória Guimarães
235623,Álvaro Jiménez,Spain,71,74,25,2,Albacete Balompié
235634,Ghislain Konan,Ivory Coast,76,80,24,0,Stade de Reims
235658,Victor Nelsson,Denmark,74,83,22,1,FC København
235663,Guus Til,Netherlands,74,81,22,0,Sport-Club Freiburg
235673,Dario Maresic,Austria,70,82,21,1,Stade de Reims
235740,Alberto Paleari,Italy,71,73,28,3,Genoa
235781,Santi Comesaña,Spain,71,77,24,2,Rayo Vallecano
235790,Kai Havertz,Germany,85,93,21,90,Chelsea
235794,Eberechi Eze,England,75,83,22,7,Crystal Palace
235805,Federico Chiesa,Italy,78,84,23,40,Juventus
235813,Răzvan Marin,Romania,74,78,24,8,Cagliari
235814,Romario Benzar,Romania,71,71,28,1,FC Viitorul Constanța
235834,Fabio Depaoli,Italy,71,80,23,2,Atalanta
235844,Edson Álvarez,Mexico,75,81,23,13,Ajax
235849,Mamadou Fofana,Mali,70,78,22,1,FC Metz
235852,Diego Godoy,Paraguay,70,70,28,0,Millonarios FC
235866,Christian Kouamé,Ivory Coast,75,82,22,4,Fiorentina
235875,Pol Lirola,Spain,71,76,23,3,Fiorentina
235883,Ryan Sessegnon,England,75,86,20,19,TSG Hoffenheim
235888,Irvin Cardona,France,71,79,23,0,Stade Brestois 29
235889,Cengiz Ünder,Turkey,78,84,23,9,Leicester City
235899,Deyovaisio Zeefuik,Netherlands,75,81,22,0,Hertha Berlin
235943,Rafa Navarro,Spain,70,73,26,0,D. Alavés
235944,Brais Méndez,Spain,75,84,23,2,RC Celta
235945,Marc Roca,Spain,77,82,23,14,FC Bayern München
235947,Juan Brunetta,Argentina,70,79,23,0,Parma
235981,Patrick Burner,France,73,77,24,2,Nîmes Olympique
235983,Alex Pozo,Spain,70,81,21,1,SD Eibar
235987,Iván Gómez,Argentina,72,83,23,4,Estudiantes de La Plata
235996,Nicolas Moumi Ngamaleu,Cameroon,75,76,26,0,BSC Young Boys
235997,Fran Beltrán,Spain,75,83,21,4,RC Celta
236007,Ezequiel Barco,Argentina,74,85,21,13,Atlanta United FC
236015,Morgan Gibbs-White,England,71,83,20,8,Swansea City
236045,Reinildo,Mozambique,73,76,26,3,LOSC Lille
236046,Ivan Zlobin,Russia,70,80,23,0,Futebol Clube de Famalicão
236071,João Bardinho,Brazil,72,72,24,0,Botafogo
236073,Alam Lindeiro,Brazil,75,75,24,0,Atlético Clube Goianiense
236075,Enzo Merques,Brazil,73,73,24,0,Internacional
236076,Marlion Simões,Brazil,73,73,28,1,Ceará Sporting Club
236108,Estevão Baldeiro,Brazil,74,74,24,0,Flamengo
236109,Jorge Praceira,Brazil,73,75,28,0,Palmeiras
236111,Vinicius Trieiro,Brazil,70,70,28,0,Botafogo
236112,Douglas Armeira,Brazil,74,74,28,0,Coritiba
236113,Jailson Oliva,Brazil,70,70,28,0,Atlético Mineiro
236142,Nildo Reisão,Brazil,73,73,24,0,Atlético Mineiro
236145,Luan Sendeiro,Brazil,70,71,28,0,Internacional
236147,Lourival Rodeiro,Brazil,70,70,28,0,Palmeiras
236164,Martin Cordeia,Brazil,70,70,24,0,Internacional
236189,Túlio Sandoiro,Brazil,70,70,24,0,Coritiba
236190,Roberto Soira,Brazil,73,73,24,0,Coritiba
236221,Darko Brašanac,Serbia,76,76,28,0,CA Osasuna
236245,Alberth Elis,Honduras,75,81,24,5,Boavista FC
236246,Ovie Ejaria,England,73,82,22,2,Reading
236251,Felipe Rodríguez Valla,Uruguay,70,70,30,0,Club Atlético Aldosivi
236259,Sergio Peña,Peru,73,77,25,0,FC Emmen
236264,Pedro Aquino,Peru,74,78,25,2,Club León
236267,Darío Aimar,Ecuador,70,77,25,0,Barcelona Sporting Club
236276,Arnaut Danjuma Groeneveld,Netherlands,75,80,23,0,AFC Bournemouth
236287,Nicolás Ibáñez,Argentina,70,73,26,0,Club Atlético de San Luis
236295,Aarón,Spain,74,77,23,3,1. FSV Mainz 05
236298,Eduard Atuesta,Colombia,73,81,23,3,LAFC
236301,Koke Vegas,Spain,70,76,25,1,Levante UD
236303,Jean,Brazil,71,76,26,1,Marítimo
236311,Marko Rog,Croatia,75,79,25,1,Cagliari
236316,Yan Valery,France,71,81,21,3,Southampton
236329,Nemanja Miletić,Serbia,71,71,29,0,Al Raed
236331,Erick Cabaco,Uruguay,74,79,25,0,Getafe CF
236355,Luiz Felipe,Brazil,77,85,23,12,Lazio
236382,Maximiliano Olivera,Uruguay,71,71,28,0,Fútbol Club Juárez
236393,Marc Cardona,Spain,74,79,25,1,RCD Mallorca
236401,Noussair Mazraoui,Morocco,78,84,22,13,Ajax
236403,Evan Ndicka,France,74,84,21,14,Eintracht Frankfurt
236441,Fabricio Bustos,Argentina,76,81,24,7,Club Atlético Independiente
236457,Dimitris Giannoulis,Greece,74,78,25,1,PAOK
236461,Jean-Philippe Mateta,France,75,82,23,2,1. FSV Mainz 05
236466,Clément Michelin,France,72,79,23,2,RC Lens
236474,Mustapha Bundu,Sierra Leone,72,79,23,0,RSC Anderlecht
236477,Alexis Claude-Maurice,France,75,82,22,3,OGC Nice
236480,Yves Bissouma,Mali,75,82,24,8,Brighton & Hove Albion
236496,Mattéo Guendouzi,France,77,86,21,16,Hertha Berlin
236498,Sam Lammers,Netherlands,74,81,23,11,Atalanta
236499,Douglas Luiz,Brazil,75,83,22,8,Aston Villa
236506,Marcos Senesi,Argentina,77,84,23,3,Feyenoord
236512,Wesley Lautoa,New Caledonia,71,71,33,1,Dijon FCO
236518,Arnaud Nordin,France,72,80,22,1,AS Saint-Étienne
236527,Santiago Cáseres,Argentina,73,81,23,3,Club América
236532,Robin Koch,Germany,76,84,24,5,Leeds United
236533,Robert Glatzel,Germany,70,73,26,0,Cardiff City
236537,Gerardo Arteaga,Mexico,75,82,22,7,KRC Genk
236547,Jan Sýkora,Czech Republic,71,72,26,3,Lech Poznań
236548,Jaromír Zmrhal,Czech Republic,72,72,27,0,Brescia
236571,Maarten Paes,Netherlands,70,80,22,0,FC Utrecht
236572,Owen Wijndal,Netherlands,77,85,20,5,AZ
236583,Jiří Pavlenka,Czech Republic,82,83,28,2,SV Werder Bremen
236593,Calvin Stengs,Netherlands,78,86,21,11,AZ
236600,Japhet Tanganga,England,71,83,21,9,Tottenham Hotspur
236610,Moise Kean,Italy,74,83,20,50,Paris Saint-Germain
236621,Pierre-Yves Hamel,France,71,74,26,0,FC Lorient
236632,David Neres,Brazil,80,85,23,20,Ajax
236636,Anthony Caci,France,74,80,23,4,RC Strasbourg Alsace
236639,Xeka,Portugal,75,80,25,0,LOSC Lille
236679,Melendo,Spain,78,84,23,3,RCD Espanyol
236690,Michael Ngadeu,Cameroon,75,75,29,1,KAA Gent
236692,Marc Gual,Spain,70,77,24,0,AD Alcorcón
236696,Anastasios Chatzigiovanis,Greece,72,80,23,0,Panathinaikos FC
236699,Saša Lukić,Serbia,74,81,24,0,Torino
236723,Fodé Ballo-Touré,France,73,79,23,6,AS Monaco
236764,Ao Tanaka,Japan,71,77,22,0,Kawasaki Frontale
236772,Dominik Szoboszlai,Hungary,75,87,20,46,FC Red Bull Salzburg
236773,Manolis Siopis,Greece,72,75,26,0,Alanyaspor
236786,Martin Terrier,France,76,82,23,2,Stade Rennais FC
236791,Antonín Barák,Czech Republic,75,78,25,1,Hellas Verona
236792,Tomáš Souček,Czech Republic,81,86,25,8,West Ham United
236804,Facundo Medina,Argentina,71,81,21,4,RC Lens
236817,Habib Maïga,Ivory Coast,75,81,24,1,FC Metz
236823,Isak Pettersson,Sweden,73,80,23,1,IFK Norrköping
236830,Zaydou Youssouf,France,71,82,21,1,AS Saint-Étienne
236898,Michel Aebischer,Switzerland,73,82,23,4,BSC Young Boys
236899,Alexandr Sobolev,Russia,74,78,23,5,Spartak Moscow
236918,Anders Dreyer,Denmark,70,78,22,2,FC Midtjylland
236920,Justin Kluivert,Netherlands,74,84,21,23,RB Leipzig
236924,Bruno Wilson,Portugal,71,79,23,0,CD Tenerife
236935,Hannes Wolf,Austria,72,82,21,7,Borussia Mönchengladbach
236944,Fousseni Diabaté,Mali,71,74,25,1,Trabzonspor
236947,Jordan Torunarigha,Germany,75,85,23,8,Hertha Berlin
236987,Boubacar Kamara,France,79,84,20,23,Olympique de Marseille
236988,Eddie Nketiah,England,72,84,21,18,Arsenal
236997,Cris Salvador,Spain,70,76,25,1,R. Sporting
236998,James Léa Siliki,France,73,78,24,2,Stade Rennais FC
237000,Reggie Cannon,United States,72,81,22,7,Boavista FC
237034,Juan Camilo Hernández,Colombia,74,81,21,6,Getafe CF
237043,Roberto Alvarado,Mexico,76,83,22,5,Cruz Azul
237077,Frank Boya,Cameroon,71,77,24,0,Royal Antwerp FC
237086,Kim Min Jae,Korea Republic,73,80,23,2,Beijing Sinobo Guoan FC
237109,Oleksandr Karavaev,Ukraine,72,72,28,0,Dynamo Kyiv
237122,Tomás Guidara,Argentina,72,78,24,0,Vélez Sarsfield
237131,José Ivan Rodríguez,Mexico,73,79,24,1,Club León
237135,Davidson,Brazil,77,77,29,2,Alanyaspor
237153,Latif Blessing,Ghana,70,73,23,1,LAFC
237156,Moussa Wagué,Senegal,72,80,22,4,PAOK
237161,Sean Longstaff,England,73,83,22,5,Newcastle United
237183,Matías Rojas,Paraguay,78,84,24,2,Racing Club
237207,Samuel Kalu,Nigeria,75,80,23,2,FC Girondins de Bordeaux
237209,Matej Mitrović,Croatia,72,75,26,0,Club Brugge KV
237211,Yuri Ribeiro,Portugal,73,79,23,1,Nottingham Forest
237221,Juan Foyth,Argentina,75,83,22,19,Villarreal CF
237223,Julian Gressel,Germany,74,75,26,1,D.C. United
237238,Scott McTominay,Scotland,79,84,23,28,Manchester United
237239,Enis Bardhi,North Macedonia,79,82,25,10,Levante UD
237248,Germán Berterame,Argentina,70,83,21,5,Club Atlético de San Luis
237256,Jeremy Ebobisse,United States,71,80,23,5,Portland Timbers
237257,Jackson Yueill,United States,70,78,23,1,San Jose Earthquakes
237283,Nicolás Reniero,Argentina,72,77,25,1,Racing Club
237286,Aaron Connolly,Republic of Ireland,70,77,20,5,Brighton & Hove Albion
237291,Gustavo Blanco Leschuk,Argentina,71,71,28,0,R. Oviedo
237297,Yordan Osorio,Venezuela,74,78,26,2,Parma
237303,Omar Kharbin,Syria,72,75,26,0,Al Hilal
237329,Joseph Willock,England,71,85,21,15,Arsenal
237376,Juanjo Nieto,Spain,71,74,26,0,R. Oviedo
237383,Alessandro Bastoni,Italy,75,83,21,18,Inter
237410,Vasyl Kravets,Ukraine,70,78,23,2,Lech Poznań
237419,Amir Abedzadeh,Iran,73,75,27,0,Marítimo
237429,Genta Miura,Japan,70,72,25,0,Gamba Osaka
237447,Lucas,Brazil,71,73,28,0,FC Luzern
237510,José Leguizamón,Paraguay,70,71,29,0,Club Olimpia
237512,Gastón Togni,Argentina,70,79,23,2,Club Atlético Independiente
237520,Mady Camara,Guinea,75,82,23,3,Olympiacos CFP
237525,Arnaud Bodart,Belgium,72,79,22,0,Standard de Liège
237532,Rodrigo,Brazil,74,75,27,0,PAOK
237539,Luther Singh,South Africa,73,80,23,0,FC Paços de Ferreira
237540,Philipp Förster,Germany,70,73,25,0,VfB Stuttgart
237548,Oussama Haddadi,Tunisia,72,72,28,1,Kasimpaşa SK
237556,Christian Luyindama,DR Congo,76,79,26,1,Galatasaray SK
237560,Moussa Djenepo,Mali,75,83,22,1,Southampton
237566,Kristoffer Zachariassen,Norway,70,73,26,0,Rosenborg BK
237580,Daniel Schmidt,Japan,70,72,28,0,Sint-Truidense VV
237581,Dever Orgill,Jamaica,70,70,30,0,Antalyaspor
237582,Katsuya Nagato,Japan,70,72,25,0,Kashima Antlers
237595,Marco Friedl,Austria,70,76,22,1,SV Werder Bremen
237600,Bassem Srarfi,Tunisia,70,75,23,0,SV Zulte Waregem
237604,Alan Franco,Argentina,74,82,24,7,Club Atlético Independiente
237629,Arne Maier,Germany,74,84,21,9,DSC Arminia Bielefeld
237631,Lebo Mothiba,South Africa,72,78,24,1,RC Strasbourg Alsace
237635,Florian Pick,Germany,70,73,25,1,1. FC Heidenheim 1846
237642,Raoul Petretta,Italy,72,81,23,1,FC Basel 1893
237646,Daniel Muñoz,Colombia,75,80,24,2,KRC Genk
237670,Bruno Xadas,Portugal,72,81,22,0,Royal Excel Mouscron
237678,Ibrahima Konaté,France,78,88,21,29,RB Leipzig
237681,Takefusa Kubo,Japan,75,89,19,45,Villarreal CF
237692,Phil Foden,England,79,88,20,58,Manchester City
237715,Patrick Cutrone,Italy,75,82,22,4,Fiorentina
237784,Yusuke Maruhashi,Japan,71,71,30,0,Cerezo Osaka
237819,Nicolás Domínguez,Argentina,74,84,22,14,Bologna
237840,Magnus Kofod Andersen,Denmark,70,82,21,3,FC Nordsjælland
237841,Michael Murillo,Panama,74,79,24,2,RSC Anderlecht
237942,Pervis Estupiñán,Ecuador,79,86,22,4,Villarreal CF
237960,Mama Baldé,Guinea Bissau,75,79,24,1,Dijon FCO
237973,Konstantin Kuchaev,Russia,72,79,22,0,PFC CSKA Moscow
237985,Kevin Danso,Austria,70,77,22,2,Fortuna Düsseldorf
237989,Sergiu Hanca,Romania,70,70,28,0,Cracovia
237995,Diego Lainez,Mexico,72,83,20,27,Real Betis Balompié
237997,Uriel Antuna,Mexico,70,78,23,6,Club Deportivo Guadalajara
238008,Jack Elliott,England,70,74,25,1,Philadelphia Union
238033,Florin Niță,Romania,74,74,33,0,Sparta Praha
238041,Tyrell Malacia,Netherlands,75,83,21,3,Feyenoord
238050,Chidera Ejuke,Nigeria,75,82,22,5,PFC CSKA Moscow
238067,Nicolò Zaniolo,Italy,76,86,21,28,Roma
238068,Marco Richter,Germany,74,82,22,7,FC Augsburg
238072,Eduard Löwen,Germany,73,79,23,4,Hertha Berlin
238074,Reece James,England,77,86,20,33,Chelsea
238095,Nikola Milenković,Serbia,75,82,23,7,Fiorentina
238137,Riku Matsuda,Japan,70,70,29,0,Cerezo Osaka
238160,Merih Demiral,Turkey,76,85,22,34,Juventus
238194,Nahuel Bustos,Argentina,74,85,22,6,Girona FC
238196,Arnór Sigurðsson,Iceland,71,81,21,2,PFC CSKA Moscow
238216,Conor Gallagher,England,70,83,20,4,West Bromwich Albion
238224,Marcão,Brazil,72,75,26,1,Hebei China Fortune FC
238227,Krépin Diatta,Senegal,77,85,21,7,Club Brugge KV
238274,Florinel Coman,Romania,74,84,22,6,FCSB
238305,Nacho Vidal,Spain,76,79,25,0,CA Osasuna
238346,Hamza Mendyl,Morocco,70,76,23,4,FC Schalke 04
238370,Marin Pongračić,Croatia,76,85,23,4,VfL Wolfsburg
238392,Elisha Owusu,France,74,82,22,0,KAA Gent
238460,Rhian Brewster,England,70,84,20,16,Sheffield United
238463,Amadou Haidara,Mali,75,83,22,9,RB Leipzig
238476,Dan-Axel Zagadou,France,79,86,21,25,Borussia Dortmund
238505,Michael Johnston,Scotland,70,83,21,1,Celtic
238507,Fernando Fonseca,Portugal,71,79,23,2,FC Paços de Ferreira
238555,Jefferson Savarino,Venezuela,73,82,23,1,Free Agents
238569,Kingsley Schindler,Ghana,72,72,27,0,Hannover 96
238580,Idriz Voca,Kosovo,70,81,23,0,MKE Ankaragücü
238581,Ruben Vargas,Switzerland,74,83,22,6,FC Augsburg
238593,Moritz Heyer,Germany,70,75,25,1,Hamburger SV
238616,Pedro Neto,Portugal,72,83,20,13,Wolverhampton Wanderers
238621,Rodrigo Becão,Brazil,72,79,24,1,Udinese
238637,Sebastian Vasiliadis,Greece,72,78,23,1,SC Paderborn 07
238660,Nazim Sangaré,Turkey,74,76,26,2,Fenerbahçe SK
238674,Kevin Broll,Germany,70,76,25,1,SG Dynamo Dresden
238717,Ethan Pinnock,England,72,74,27,0,Brentford
238744,Weston McKennie,United States,75,84,22,37,Juventus
238759,Alex Pinto,Portugal,71,79,22,0,SC Farense
238794,Vinícius Jr.,Brazil,80,93,20,93,Real Madrid
238839,Lewis Wing,England,70,75,25,1,Middlesbrough
238856,Pedro Sá,Portugal,73,77,26,0,Portimonense SC
238857,Wilson Manafá,Portugal,75,78,26,2,FC Porto
238858,Bruno Tabata,Brazil,75,83,23,1,Sporting CP
238860,Jadson,Brazil,71,72,28,0,Portimonense SC
238900,Ermedin Demirović,Bosnia & Herzegovina,70,81,22,0,Sport-Club Freiburg
238922,Mark-Anthony Kaye,Canada,71,76,25,2,LAFC
238965,Orestis Kiomourtzoglou,Germany,71,77,22,1,Heracles Almelo
238988,Maximilian Ullmann,Austria,73,77,24,0,SK Rapid Wien
239015,Emmanuel Dennis,Nigeria,76,83,22,6,Club Brugge KV
239025,Ibrahima Niane,Senegal,70,81,21,5,FC Metz
239043,Umut Bozok,France,70,75,24,1,FC Lorient
239045,Emre Kılınç,Turkey,75,76,26,1,Galatasaray SK
239053,Federico Valverde,Uruguay,83,90,22,79,Real Madrid
239073,Christopher Antwi-Adjej,Ghana,72,73,26,0,SC Paderborn 07
239085,Erling Haaland,Norway,84,92,20,194,Borussia Dortmund
239090,Philipp Wiesinger,Austria,72,75,26,0,LASK
239093,Jonathan Clauss,France,73,73,28,2,RC Lens
239096,Atakan Karazor,Germany,70,75,24,0,VfB Stuttgart
239106,Leonardo Koutris,Greece,73,77,25,1,Fortuna Düsseldorf
239207,Maximiliano Gómez,Uruguay,80,85,24,13,Valencia CF
239212,Carlitos,Spain,72,72,30,0,Panathinaikos FC
239231,Cucurella,Spain,81,89,22,13,Getafe CF
239271,Giannis Anestis,Greece,70,72,29,0,IFK Göteborg
239272,Vasilios Barkas,Greece,75,78,26,0,Celtic
239301,Lisandro Martínez,Argentina,78,84,22,10,Ajax
239322,Christoph Zimmermann,Germany,71,73,27,1,Norwich City
239335,Óscar,Spain,75,86,22,3,Sevilla FC
239342,Hervé Koffi,Burkina Faso,75,80,24,1,Royal Excel Mouscron
239356,Azor Matusiwa,Netherlands,70,77,22,1,FC Groningen
239361,Dani de Wit,Netherlands,70,76,22,0,AZ
239367,Robin Hack,Germany,74,84,22,4,1. FC Nürnberg
239380,Noa Lang,Netherlands,72,79,21,3,Club Brugge KV
239393,Dominik Frieser,Austria,72,72,27,0,Barnsley
239432,Adrian Grbic,Austria,71,77,24,2,FC Lorient
239433,Nemanja Maksimović,Serbia,79,84,25,4,Getafe CF
239441,Jordi Mboula,Spain,70,80,21,0,RCD Mallorca
239452,Ibrahima Diallo,France,72,79,21,0,Southampton
239458,Bozhidar Kraev,Bulgaria,70,78,23,1,FC Midtjylland
239475,Jonathan González,Mexico,70,75,21,3,Rayados de Monterrey
239482,Galeno,Brazil,77,85,23,2,SC Braga
239491,Juan Álvarez,Argentina,71,77,24,0,Banfield
239529,Frank Onyeka,Nigeria,75,82,22,6,FC Midtjylland
239580,Bremer,Brazil,71,80,23,4,Torino
239592,José Juan Macías,Mexico,75,84,21,19,Club Deportivo Guadalajara
239593,Kaveh Rezaei,Iran,71,71,28,1,Sporting Charleroi
239613,Matteo Pessina,Italy,74,81,23,6,Atalanta
239641,Alfa Semedo,Guinea Bissau,73,80,23,4,Reading
239645,Matías de los Santos,Uruguay,70,72,27,0,Millonarios FC
239671,Tete Morente,Spain,71,80,23,1,Elche CF
239704,Kai Wagner,Germany,72,75,23,0,Philadelphia Union
239712,Masaya Okugawa,Japan,74,78,24,2,FC Red Bull Salzburg
239732,Szymon Żurkowski,Poland,70,79,23,2,Empoli
239744,Michaël Cuisance,France,71,82,21,4,Olympique de Marseille
239747,Sergio Córdova,Venezuela,70,78,23,1,DSC Arminia Bielefeld
239755,Saba Lobjanidze,Georgia,73,76,25,0,MKE Ankaragücü
239782,Bryan Acosta,Honduras,71,72,26,0,FC Dallas
239795,Caleb Ekuban,Ghana,71,73,26,2,Trabzonspor
239808,Michal Sáček,Czech Republic,74,79,24,0,Sparta Praha
239810,Nicolas Raskin,Belgium,70,83,19,1,Standard de Liège
239817,Boubakary Soumaré,France,76,85,21,8,LOSC Lille
239818,Rúben Dias,Portugal,81,87,23,31,Manchester City
239837,Alexis Mac Allister,Argentina,75,85,21,11,Brighton & Hove Albion
239845,Konstantinos Galanopoulos,Greece,72,80,22,2,AEK Athens
239846,Panagiotis Tsintotas,Greece,71,74,27,0,AEK Athens
239872,Pablo Santos,Brazil,75,77,28,0,Hatayspor
239875,Bebeto,Brazil,73,73,30,0,CD Tondela
239890,Ozan Kabak,Turkey,77,87,20,38,FC Schalke 04
239904,Davit Khocholava,Georgia,70,73,27,0,Shakhtar Donetsk
239950,Pêpê,Portugal,73,79,23,0,Olympiacos CFP
239953,Léo Jabá,Brazil,72,81,22,0,PAOK
239956,Myron Boadu,Netherlands,75,86,19,33,AZ
239970,Paulinho,Brazil,74,85,20,9,Bayer 04 Leverkusen
239978,Dennis Man,Romania,73,82,22,10,FCSB
240017,Andreas Skov Olsen,Denmark,72,83,20,2,Bologna
240033,David Hovorka,Czech Republic,74,76,27,1,SK Slavia Praha
240034,Lukáš Štetina,Slovakia,72,73,29,0,Sparta Praha
240037,Srđan Plavšić,Serbia,73,76,24,0,Sparta Praha
240046,João Victor,Brazil,75,76,26,2,VfL Wolfsburg
240060,Max Aarons,England,73,83,20,28,Norwich City
240064,Ousseynou Ba,Senegal,70,78,24,1,Olympiacos CFP
240095,Leo Štulac,Slovenia,70,74,26,0,Empoli
240099,Kevin Rüegg,Switzerland,72,82,22,1,Hellas Verona
240100,Tommaso Augello,Italy,71,74,26,1,Sampdoria
240115,Murilo,Brazil,70,79,23,1,Lokomotiv Moskva
240130,Éder Militão,Brazil,80,87,22,35,Real Madrid
240131,Gabrielzinho,Brazil,70,76,24,0,Rio Ave FC
240190,Kunde Malong,Cameroon,76,81,25,0,1. FSV Mainz 05
240193,Elvis Rexhbeçaj,Kosovo,71,79,22,4,1. FC Köln
240240,Jean-Pierre Nsame,Cameroon,78,79,27,3,BSC Young Boys
240243,Matheus Cunha,Brazil,78,87,21,12,Hertha Berlin
240257,Cheick Traoré,Mali,71,75,25,0,RC Lens
240271,Dimitris Limnios,Greece,73,80,22,1,1. FC Köln
240281,Tiago Lopes,Portugal,70,70,31,0,Denizlispor
240282,Aleš Matějů,Czech Republic,70,74,24,0,Brescia
240289,Calero,Spain,75,80,25,1,RCD Espanyol
240309,Yevhen Makarenko,Ukraine,70,70,29,0,KV Kortrijk
240316,Cláudio Falcão,Brazil,72,75,26,0,SC Farense
240351,Samuel Moutoussamy,DR Congo,70,75,24,1,Fortuna Sittard
240359,Omar Alderete,Paraguay,74,83,23,2,Hertha Berlin
240458,Ander Guevara,Spain,74,81,23,4,Real Sociedad
240471,Fernando Gorriarán,Uruguay,75,78,25,0,Santos Laguna
240493,Alexandros Paschalakis,Greece,73,73,31,0,PAOK
240526,Mohamed Fouzair,Morocco,71,71,28,0,Al Raed
240561,Giannis Bouzoukis,Greece,70,77,22,2,Panathinaikos FC
240654,Carles Pérez,Spain,73,84,22,6,Roma
240661,Emanuel Vignato,Italy,70,81,20,2,Bologna
240671,Yıldırım Mert Çetin,Turkey,70,80,23,0,Hellas Verona
240679,Teun Koopmeiners,Netherlands,78,84,22,5,AZ
240683,Ludovit Reis,Netherlands,70,83,20,8,VfL Osnabrück
240689,Jonathan Sandoval,Uruguay,71,71,33,0,Argentinos Juniors
240690,Nicolás González,Argentina,75,83,22,3,VfB Stuttgart
240699,Nicolás De la Cruz,Uruguay,77,86,23,18,River Plate
240702,Roman Yaremchuk,Ukraine,75,79,24,3,KAA Gent
240709,Ridle Baku,Germany,72,82,22,5,VfL Wolfsburg
240716,Mathías Olivera,Uruguay,77,85,22,3,Getafe CF
240730,Kévin Zohi,Mali,71,78,23,0,RC Strasbourg Alsace
240740,Callum Hudson-Odoi,England,74,86,19,23,Chelsea
240753,Amine Gouiri,France,70,83,20,5,OGC Nice
240754,Youcef Atal,Algeria,79,85,24,13,OGC Nice
240787,Hamed Junior Traorè,Ivory Coast,71,85,20,10,Sassuolo
